id,name,location,type,description,price,min_people,max_people,difficulty,duration_days,rating_avg,available,created_at
354,Tour City tour 354,Chưa rõ,city tour,Trải nghiệm city tour thú vị số 354,1814044.0,2,28,medium,5,3.6,1,2025-09-30 20:45:07
355,Tour Quốc tế 355,Thái Lan,quốc tế,Trải nghiệm quốc tế thú vị số 355,12668373.0,1,26,easy,6,3.5,1,2025-09-30 20:45:07
356,Tour Cắm trại 356,Đà Lạt,cắm trại,Trải nghiệm cắm trại thú vị số 356,29066275.0,3,26,easy,3,3.9,1,2025-09-30 20:45:07
357,Tour City tour 357,Chưa rõ,city tour,Trải nghiệm city tour thú vị số 357,24146300.0,3,19,easy,4,4.7,1,2025-09-30 20:45:07
358,Tour Cắm trại 358,Đà Lạt,cắm trại,Trải nghiệm cắm trại thú vị số 358,26116520.0,3,24,medium,7,4.1,1,2025-09-30 20:45:07
359,Tour Biển 359,Quảng Ninh,biển,Trải nghiệm biển thú vị số 359,5301728.0,1,27,medium,4,4.6,1,2025-09-30 20:45:07
360,Tour Leo núi 360,Ninh Bình,leo núi,Trải nghiệm leo núi thú vị số 360,3687235.0,3,18,medium,1,3.6,1,2025-09-30 20:45:07
361,Tour Leo núi 361,Sa Pa,leo núi,Trải nghiệm leo núi thú vị số 361,13840169.0,2,22,medium,6,4.0,1,2025-09-30 20:45:07
362,Tour Biển 362,Phú Quốc,biển,Trải nghiệm biển thú vị số 362,19172618.0,2,18,medium,7,4.5,1,2025-09-30 20:45:07
363,Tour Cắm trại 363,Ba Vì,cắm trại,Trải nghiệm cắm trại thú vị số 363,22125751.0,3,19,hard,1,4.2,1,2025-09-30 20:45:07
364,Tour Cắm trại 364,Đà Lạt,cắm trại,Trải nghiệm cắm trại thú vị số 364,15705877.0,2,14,hard,6,4.7,1,2025-09-30 20:45:07
365,Tour City tour 365,Chưa rõ,city tour,Trải nghiệm city tour thú vị số 365,5957566.0,2,19,hard,5,4.3,1,2025-09-30 20:45:07
366,Tour City tour 366,Chưa rõ,city tour,Trải nghiệm city tour thú vị số 366,23509645.0,2,21,easy,2,4.2,1,2025-09-30 20:45:07
367,Tour Cắm trại 367,Đồng Nai,cắm trại,Trải nghiệm cắm trại thú vị số 367,20688079.0,2,29,easy,1,4.7,1,2025-09-30 20:45:07
368,Tour Leo núi 368,Ninh Bình,leo núi,Trải nghiệm leo núi thú vị số 368,17311133.0,2,29,hard,1,3.9,1,2025-09-30 20:45:07
369,Tour Cắm trại 369,Đà Lạt,cắm trại,Trải nghiệm cắm trại thú vị số 369,13687231.0,1,27,hard,1,4.1,1,2025-09-30 20:45:07
370,Tour City tour 370,Chưa rõ,city tour,Trải nghiệm city tour thú vị số 370,1478301.0,3,26,easy,3,4.5,1,2025-09-30 20:45:07
371,Tour Biển 371,Quảng Ninh,biển,Trải nghiệm biển thú vị số 371,23218608.0,3,28,easy,3,4.5,1,2025-09-30 20:45:07
372,Tour Cắm trại 372,Ba Vì,cắm trại,Trải nghiệm cắm trại thú vị số 372,5155268.0,1,23,hard,4,4.9,1,2025-09-30 20:45:07
373,Tour City tour 373,Chưa rõ,city tour,Trải nghiệm city tour thú vị số 373,27220978.0,2,28,medium,5,4.9,1,2025-09-30 20:45:07
374,Tour Biển 374,Quảng Ninh,biển,Trải nghiệm biển thú vị số 374,12293205.0,2,12,medium,3,4.7,1,2025-09-30 20:45:07
375,Tour City tour 375,Chưa rõ,city tour,Trải nghiệm city tour thú vị số 375,11524185.0,1,29,easy,2,4.5,1,2025-09-30 20:45:07
376,Tour Quốc tế 376,Singapore,quốc tế,Trải nghiệm quốc tế thú vị số 376,10771079.0,1,26,hard,6,4.7,1,2025-09-30 20:45:07
377,Tour Cắm trại 377,Đồng Nai,cắm trại,Trải nghiệm cắm trại thú vị số 377,17188483.0,3,30,medium,1,3.9,1,2025-09-30 20:45:07
378,Tour Quốc tế 378,Singapore,quốc tế,Trải nghiệm quốc tế thú vị số 378,5606323.0,3,27,medium,3,3.6,1,2025-09-30 20:45:07
379,Tour Quốc tế 379,Nhật Bản,quốc tế,Trải nghiệm quốc tế thú vị số 379,21832871.0,2,12,medium,6,4.4,1,2025-09-30 20:45:07
380,Tour Biển 380,Phú Quốc,biển,Trải nghiệm biển thú vị số 380,29421383.0,1,24,easy,2,4.0,1,2025-09-30 20:45:07
381,Tour Biển 381,Phú Quốc,biển,Trải nghiệm biển thú vị số 381,4464988.0,2,19,easy,1,3.9,1,2025-09-30 20:45:07
382,Tour Cắm trại 382,Đồng Nai,cắm trại,Trải nghiệm cắm trại thú vị số 382,19825405.0,1,18,medium,5,3.7,1,2025-09-30 20:45:07
383,Tour Biển 383,Đà Nẵng,biển,Trải nghiệm biển thú vị số 383,12056808.0,3,11,hard,2,4.6,1,2025-09-30 20:45:07
384,Tour City tour 384,Chưa rõ,city tour,Trải nghiệm city tour thú vị số 384,6039735.0,1,13,medium,6,4.0,1,2025-09-30 20:45:07
385,Tour Quốc tế 385,Nhật Bản,quốc tế,Trải nghiệm quốc tế thú vị số 385,10934101.0,1,18,hard,1,4.8,1,2025-09-30 20:45:07
386,Tour Cắm trại 386,Đà Lạt,cắm trại,Trải nghiệm cắm trại thú vị số 386,29759890.0,1,11,easy,6,3.5,1,2025-09-30 20:45:07
387,Tour Quốc tế 387,Singapore,quốc tế,Trải nghiệm quốc tế thú vị số 387,23234699.0,2,27,hard,6,4.8,1,2025-09-30 20:45:07
388,Tour Quốc tế 388,Singapore,quốc tế,Trải nghiệm quốc tế thú vị số 388,23913758.0,1,13,medium,5,4.3,1,2025-09-30 20:45:07
389,Tour Leo núi 389,Hà Giang,leo núi,Trải nghiệm leo núi thú vị số 389,1900921.0,1,13,medium,7,3.6,1,2025-09-30 20:45:07
390,Tour Cắm trại 390,Đồng Nai,cắm trại,Trải nghiệm cắm trại thú vị số 390,6862878.0,2,10,easy,6,4.4,1,2025-09-30 20:45:07
391,Tour Cắm trại 391,Đồng Nai,cắm trại,Trải nghiệm cắm trại thú vị số 391,4675174.0,2,28,easy,1,4.2,1,2025-09-30 20:45:07
392,Tour Cắm trại 392,Đà Lạt,cắm trại,Trải nghiệm cắm trại thú vị số 392,13647863.0,2,18,easy,2,4.6,1,2025-09-30 20:45:07
393,Tour Quốc tế 393,Hàn Quốc,quốc tế,Trải nghiệm quốc tế thú vị số 393,15831339.0,2,16,hard,6,3.7,1,2025-09-30 20:45:07
394,Tour City tour 394,Chưa rõ,city tour,Trải nghiệm city tour thú vị số 394,13787175.0,3,21,hard,4,4.6,1,2025-09-30 20:45:07
395,Tour Quốc tế 395,Nhật Bản,quốc tế,Trải nghiệm quốc tế thú vị số 395,12637506.0,3,22,hard,5,3.8,1,2025-09-30 20:45:07
396,Tour Biển 396,Nha Trang,biển,Trải nghiệm biển thú vị số 396,6938935.0,3,26,hard,4,3.8,1,2025-09-30 20:45:07
397,Tour Biển 397,Đà Nẵng,biển,Trải nghiệm biển thú vị số 397,11748200.0,3,18,medium,5,4.9,1,2025-09-30 20:45:07
398,Tour City tour 398,Chưa rõ,city tour,Trải nghiệm city tour thú vị số 398,20834928.0,3,19,easy,2,4.1,1,2025-09-30 20:45:07
399,Tour Biển 399,Đà Nẵng,biển,Trải nghiệm biển thú vị số 399,17494392.0,2,27,medium,1,3.8,1,2025-09-30 20:45:07
400,Tour City tour 400,Chưa rõ,city tour,Trải nghiệm city tour thú vị số 400,9724541.0,3,16,hard,6,4.1,1,2025-09-30 20:45:07
401,Tour Quốc tế 401,Malaysia,quốc tế,Trải nghiệm quốc tế thú vị số 401,14328533.0,3,15,medium,3,3.9,1,2025-09-30 20:45:07
402,Tour Leo núi 402,Hà Giang,leo núi,Trải nghiệm leo núi thú vị số 402,25808871.0,1,28,easy,6,4.9,1,2025-09-30 20:45:07
403,Tour Cắm trại 403,Đồng Nai,cắm trại,Trải nghiệm cắm trại thú vị số 403,9743516.0,1,16,medium,7,4.2,1,2025-09-30 20:45:07
404,Tour Cắm trại 404,Ba Vì,cắm trại,Trải nghiệm cắm trại thú vị số 404,12705942.0,2,29,medium,2,3.7,1,2025-09-30 20:45:07
405,Tour Biển 405,Đà Nẵng,biển,Trải nghiệm biển thú vị số 405,24058713.0,2,29,hard,1,3.9,1,2025-09-30 20:45:07
406,Tour Quốc tế 406,Nhật Bản,quốc tế,Trải nghiệm quốc tế thú vị số 406,3814583.0,1,15,medium,2,4.1,1,2025-09-30 20:45:07
407,Tour Quốc tế 407,Malaysia,quốc tế,Trải nghiệm quốc tế thú vị số 407,2092772.0,2,13,easy,6,3.9,1,2025-09-30 20:45:07
408,Tour Quốc tế 408,Singapore,quốc tế,Trải nghiệm quốc tế thú vị số 408,22291859.0,3,15,easy,2,4.4,1,2025-09-30 20:45:07
409,Tour Quốc tế 409,Malaysia,quốc tế,Trải nghiệm quốc tế thú vị số 409,3431868.0,2,28,hard,1,4.5,1,2025-09-30 20:45:07
410,Tour Biển 410,Phú Quốc,biển,Trải nghiệm biển thú vị số 410,9122380.0,1,24,easy,2,4.7,1,2025-09-30 20:45:07
411,Tour Cắm trại 411,Đồng Nai,cắm trại,Trải nghiệm cắm trại thú vị số 411,23201180.0,3,27,hard,4,4.8,1,2025-09-30 20:45:07
412,Tour Leo núi 412,Đà Lạt,leo núi,Trải nghiệm leo núi thú vị số 412,6885836.0,1,10,medium,3,3.7,1,2025-09-30 20:45:07
413,Tour Cắm trại 413,Đà Lạt,cắm trại,Trải nghiệm cắm trại thú vị số 413,29885249.0,1,26,easy,3,4.4,1,2025-09-30 20:45:07
414,Tour City tour 414,Chưa rõ,city tour,Trải nghiệm city tour thú vị số 414,24887790.0,3,24,easy,1,3.5,1,2025-09-30 20:45:07
415,Tour City tour 415,Chưa rõ,city tour,Trải nghiệm city tour thú vị số 415,4274904.0,2,29,hard,5,4.9,1,2025-09-30 20:45:07
416,Tour Cắm trại 416,Ba Vì,cắm trại,Trải nghiệm cắm trại thú vị số 416,12382434.0,2,18,medium,2,4.5,1,2025-09-30 20:45:07
417,Tour Quốc tế 417,Singapore,quốc tế,Trải nghiệm quốc tế thú vị số 417,5467311.0,3,10,easy,1,4.0,1,2025-09-30 20:45:07
418,Tour Quốc tế 418,Malaysia,quốc tế,Trải nghiệm quốc tế thú vị số 418,19707533.0,1,14,easy,1,3.7,1,2025-09-30 20:45:07
419,Tour Leo núi 419,Hà Giang,leo núi,Trải nghiệm leo núi thú vị số 419,6945482.0,3,19,easy,3,4.6,1,2025-09-30 20:45:07
420,Tour Quốc tế 420,Hàn Quốc,quốc tế,Trải nghiệm quốc tế thú vị số 420,1678420.0,3,19,medium,5,3.9,1,2025-09-30 20:45:07
421,Tour City tour 421,Chưa rõ,city tour,Trải nghiệm city tour thú vị số 421,4578196.0,3,15,hard,6,4.9,1,2025-09-30 20:45:07
422,Tour Biển 422,Quảng Ninh,biển,Trải nghiệm biển thú vị số 422,22883602.0,1,28,easy,3,3.8,1,2025-09-30 20:45:07
423,Tour Cắm trại 423,Ba Vì,cắm trại,Trải nghiệm cắm trại thú vị số 423,16967717.0,1,12,medium,5,4.9,1,2025-09-30 20:45:07
424,Tour Quốc tế 424,Nhật Bản,quốc tế,Trải nghiệm quốc tế thú vị số 424,14900087.0,3,19,medium,5,3.9,1,2025-09-30 20:45:07
425,Tour City tour 425,Chưa rõ,city tour,Trải nghiệm city tour thú vị số 425,18974394.0,2,13,hard,2,5.0,1,2025-09-30 20:45:07
426,Tour City tour 426,Chưa rõ,city tour,Trải nghiệm city tour thú vị số 426,7725816.0,2,30,easy,7,4.0,1,2025-09-30 20:45:07
427,Tour Biển 427,Quảng Ninh,biển,Trải nghiệm biển thú vị số 427,22324867.0,3,25,hard,6,4.2,1,2025-09-30 20:45:07
428,Tour Quốc tế 428,Malaysia,quốc tế,Trải nghiệm quốc tế thú vị số 428,22625825.0,3,20,hard,1,4.0,1,2025-09-30 20:45:07
429,Tour City tour 429,Chưa rõ,city tour,Trải nghiệm city tour thú vị số 429,9591500.0,3,19,easy,1,4.2,1,2025-09-30 20:45:07
430,Tour Leo núi 430,Hà Giang,leo núi,Trải nghiệm leo núi thú vị số 430,19283331.0,1,15,hard,4,4.5,1,2025-09-30 20:45:07
431,Tour Cắm trại 431,Đà Lạt,cắm trại,Trải nghiệm cắm trại thú vị số 431,27552717.0,3,13,medium,1,5.0,1,2025-09-30 20:45:07
432,Tour Quốc tế 432,Malaysia,quốc tế,Trải nghiệm quốc tế thú vị số 432,5630601.0,2,21,medium,7,4.1,1,2025-09-30 20:45:07
433,Tour Biển 433,Nha Trang,biển,Trải nghiệm biển thú vị số 433,24867739.0,2,12,hard,3,4.5,1,2025-09-30 20:45:07
434,Tour Biển 434,Quảng Ninh,biển,Trải nghiệm biển thú vị số 434,28949988.0,3,18,hard,5,4.2,1,2025-09-30 20:45:07
435,Tour Leo núi 435,Ninh Bình,leo núi,Trải nghiệm leo núi thú vị số 435,21330654.0,3,18,medium,6,4.1,1,2025-09-30 20:45:07
436,Tour City tour 436,Chưa rõ,city tour,Trải nghiệm city tour thú vị số 436,27809314.0,2,28,hard,1,3.9,1,2025-09-30 20:45:07
437,Tour Leo núi 437,Đà Lạt,leo núi,Trải nghiệm leo núi thú vị số 437,21513467.0,2,23,medium,4,3.8,1,2025-09-30 20:45:07
438,Tour Leo núi 438,Đà Lạt,leo núi,Trải nghiệm leo núi thú vị số 438,5323806.0,1,11,hard,1,4.1,1,2025-09-30 20:45:07
439,Tour City tour 439,Chưa rõ,city tour,Trải nghiệm city tour thú vị số 439,15009861.0,1,20,easy,6,4.1,1,2025-09-30 20:45:07
440,Tour Cắm trại 440,Đà Lạt,cắm trại,Trải nghiệm cắm trại thú vị số 440,18029144.0,3,10,medium,7,3.5,1,2025-09-30 20:45:07
441,Tour Quốc tế 441,Singapore,quốc tế,Trải nghiệm quốc tế thú vị số 441,25988187.0,3,30,hard,5,4.1,1,2025-09-30 20:45:07
442,Tour Cắm trại 442,Đà Lạt,cắm trại,Trải nghiệm cắm trại thú vị số 442,24807046.0,3,29,medium,5,3.8,1,2025-09-30 20:45:07
443,Tour Biển 443,Phú Quốc,biển,Trải nghiệm biển thú vị số 443,15299344.0,1,13,hard,5,4.8,1,2025-09-30 20:45:07
444,Tour Biển 444,Quảng Ninh,biển,Trải nghiệm biển thú vị số 444,12318156.0,1,20,easy,2,3.6,1,2025-09-30 20:45:07
445,Tour Cắm trại 445,Ba Vì,cắm trại,Trải nghiệm cắm trại thú vị số 445,12501456.0,3,13,easy,5,4.3,1,2025-09-30 20:45:07
446,Tour Leo núi 446,Đà Lạt,leo núi,Trải nghiệm leo núi thú vị số 446,11072162.0,1,16,easy,2,4.1,1,2025-09-30 20:45:07
447,Tour Leo núi 447,Sa Pa,leo núi,Trải nghiệm leo núi thú vị số 447,3532982.0,3,29,easy,7,3.8,1,2025-09-30 20:45:07
448,Tour Biển 448,Đà Nẵng,biển,Trải nghiệm biển thú vị số 448,6418443.0,1,26,medium,1,4.4,1,2025-09-30 20:45:07
449,Tour Leo núi 449,Ninh Bình,leo núi,Trải nghiệm leo núi thú vị số 449,27971166.0,2,15,medium,2,4.0,1,2025-09-30 20:45:07
450,Tour Leo núi 450,Đà Lạt,leo núi,Trải nghiệm leo núi thú vị số 450,15632076.0,3,14,hard,7,3.6,1,2025-09-30 20:45:07
451,Tour Cắm trại 451,Đà Lạt,cắm trại,Trải nghiệm cắm trại thú vị số 451,17122306.0,1,24,easy,4,3.6,1,2025-09-30 20:45:07
452,Tour City tour 452,Chưa rõ,city tour,Trải nghiệm city tour thú vị số 452,23821898.0,2,22,medium,1,3.7,1,2025-09-30 20:45:07
453,Tour Quốc tế 453,Singapore,quốc tế,Trải nghiệm quốc tế thú vị số 453,22854540.0,2,17,hard,3,4.8,1,2025-09-30 20:45:07
454,Tour Biển 454,Nha Trang,biển,Trải nghiệm biển thú vị số 454,19824792.0,2,10,hard,5,4.7,1,2025-09-30 20:45:07
455,Tour City tour 455,Chưa rõ,city tour,Trải nghiệm city tour thú vị số 455,15845591.0,2,18,easy,5,4.8,1,2025-09-30 20:45:07
456,Tour Leo núi 456,Sa Pa,leo núi,Trải nghiệm leo núi thú vị số 456,11621767.0,1,29,hard,5,3.6,1,2025-09-30 20:45:07
457,Tour Quốc tế 457,Hàn Quốc,quốc tế,Trải nghiệm quốc tế thú vị số 457,7902789.0,2,21,hard,5,4.7,1,2025-09-30 20:45:07
458,Tour Cắm trại 458,Đà Lạt,cắm trại,Trải nghiệm cắm trại thú vị số 458,26496331.0,1,21,hard,2,3.6,1,2025-09-30 20:45:07
459,Tour City tour 459,Chưa rõ,city tour,Trải nghiệm city tour thú vị số 459,8540274.0,3,27,medium,4,3.7,1,2025-09-30 20:45:07
460,Tour City tour 460,Chưa rõ,city tour,Trải nghiệm city tour thú vị số 460,24045588.0,3,30,easy,6,4.4,1,2025-09-30 20:45:07
461,Tour Cắm trại 461,Đồng Nai,cắm trại,Trải nghiệm cắm trại thú vị số 461,10319410.0,2,29,medium,5,3.7,1,2025-09-30 20:45:07
462,Tour City tour 462,Chưa rõ,city tour,Trải nghiệm city tour thú vị số 462,27119522.0,1,10,easy,4,3.6,1,2025-09-30 20:45:07
463,Tour Quốc tế 463,Thái Lan,quốc tế,Trải nghiệm quốc tế thú vị số 463,26669486.0,1,21,hard,6,4.5,1,2025-09-30 20:45:07
464,Tour Biển 464,Quảng Ninh,biển,Trải nghiệm biển thú vị số 464,18110274.0,3,18,medium,4,3.7,1,2025-09-30 20:45:07
465,Tour Leo núi 465,Sa Pa,leo núi,Trải nghiệm leo núi thú vị số 465,9388196.0,3,13,easy,3,3.8,1,2025-09-30 20:45:07
466,Tour Leo núi 466,Hà Giang,leo núi,Trải nghiệm leo núi thú vị số 466,22324419.0,3,18,easy,5,4.4,1,2025-09-30 20:45:07
467,Tour Leo núi 467,Hà Giang,leo núi,Trải nghiệm leo núi thú vị số 467,4039489.0,1,21,hard,6,4.1,1,2025-09-30 20:45:07
468,Tour City tour 468,Chưa rõ,city tour,Trải nghiệm city tour thú vị số 468,19749624.0,3,24,easy,1,4.9,1,2025-09-30 20:45:07
469,Tour Quốc tế 469,Nhật Bản,quốc tế,Trải nghiệm quốc tế thú vị số 469,27630578.0,3,18,hard,6,4.3,1,2025-09-30 20:45:07
470,Tour City tour 470,Chưa rõ,city tour,Trải nghiệm city tour thú vị số 470,13367638.0,3,11,easy,7,3.7,1,2025-09-30 20:45:07
471,Tour Leo núi 471,Hà Giang,leo núi,Trải nghiệm leo núi thú vị số 471,18806450.0,2,14,easy,4,3.9,1,2025-09-30 20:45:07
472,Tour Quốc tế 472,Malaysia,quốc tế,Trải nghiệm quốc tế thú vị số 472,26139065.0,3,18,easy,1,4.6,1,2025-09-30 20:45:07
473,Tour Quốc tế 473,Malaysia,quốc tế,Trải nghiệm quốc tế thú vị số 473,28369249.0,1,12,medium,7,3.8,1,2025-09-30 20:45:07
474,Tour Biển 474,Đà Nẵng,biển,Trải nghiệm biển thú vị số 474,26120321.0,1,25,hard,1,3.5,1,2025-09-30 20:45:07
475,Tour Leo núi 475,Hà Giang,leo núi,Trải nghiệm leo núi thú vị số 475,6167501.0,3,17,medium,3,4.0,1,2025-09-30 20:45:07
476,Tour Biển 476,Đà Nẵng,biển,Trải nghiệm biển thú vị số 476,1846697.0,2,10,easy,1,3.8,1,2025-09-30 20:45:07
477,Tour City tour 477,Chưa rõ,city tour,Trải nghiệm city tour thú vị số 477,22261572.0,2,16,easy,4,3.9,1,2025-09-30 20:45:07
478,Tour Quốc tế 478,Singapore,quốc tế,Trải nghiệm quốc tế thú vị số 478,21071611.0,3,29,hard,4,5.0,1,2025-09-30 20:45:07
479,Tour Cắm trại 479,Ba Vì,cắm trại,Trải nghiệm cắm trại thú vị số 479,13912266.0,3,17,easy,2,3.5,1,2025-09-30 20:45:07
480,Tour Quốc tế 480,Thái Lan,quốc tế,Trải nghiệm quốc tế thú vị số 480,24719625.0,2,19,hard,7,4.8,1,2025-09-30 20:45:07
481,Tour Cắm trại 481,Đà Lạt,cắm trại,Trải nghiệm cắm trại thú vị số 481,6750965.0,3,15,easy,5,4.8,1,2025-09-30 20:45:07
482,Tour Cắm trại 482,Đồng Nai,cắm trại,Trải nghiệm cắm trại thú vị số 482,29703710.0,2,19,hard,6,4.3,1,2025-09-30 20:45:07
483,Tour Cắm trại 483,Đà Lạt,cắm trại,Trải nghiệm cắm trại thú vị số 483,16084901.0,2,23,hard,5,3.8,1,2025-09-30 20:45:07
484,Tour Biển 484,Phú Quốc,biển,Trải nghiệm biển thú vị số 484,9995154.0,3,15,medium,5,4.3,1,2025-09-30 20:45:07
485,Tour Leo núi 485,Ninh Bình,leo núi,Trải nghiệm leo núi thú vị số 485,4883371.0,1,19,medium,2,4.0,1,2025-09-30 20:45:07
486,Tour Leo núi 486,Ninh Bình,leo núi,Trải nghiệm leo núi thú vị số 486,26898650.0,2,11,medium,5,4.8,1,2025-09-30 20:45:07
487,Tour Leo núi 487,Sa Pa,leo núi,Trải nghiệm leo núi thú vị số 487,3880305.0,1,13,easy,3,4.7,1,2025-09-30 20:45:07
488,Tour City tour 488,Chưa rõ,city tour,Trải nghiệm city tour thú vị số 488,19064419.0,3,23,medium,2,4.5,1,2025-09-30 20:45:07
489,Tour Leo núi 489,Đà Lạt,leo núi,Trải nghiệm leo núi thú vị số 489,8551240.0,1,27,hard,7,4.9,1,2025-09-30 20:45:07
490,Tour Biển 490,Phú Quốc,biển,Trải nghiệm biển thú vị số 490,23269194.0,2,21,easy,5,4.1,1,2025-09-30 20:45:07
491,Tour City tour 491,Chưa rõ,city tour,Trải nghiệm city tour thú vị số 491,19734125.0,1,14,medium,3,4.3,1,2025-09-30 20:45:07
492,Tour Biển 492,Nha Trang,biển,Trải nghiệm biển thú vị số 492,25275581.0,3,10,medium,1,3.8,1,2025-09-30 20:45:07
493,Tour Biển 493,Quảng Ninh,biển,Trải nghiệm biển thú vị số 493,3120812.0,2,15,easy,1,4.6,1,2025-09-30 20:45:07
494,Tour Biển 494,Đà Nẵng,biển,Trải nghiệm biển thú vị số 494,8778671.0,1,18,easy,1,3.9,1,2025-09-30 20:45:07
495,Tour City tour 495,Chưa rõ,city tour,Trải nghiệm city tour thú vị số 495,23971039.0,1,22,medium,2,3.6,1,2025-09-30 20:45:07
496,Tour City tour 496,Chưa rõ,city tour,Trải nghiệm city tour thú vị số 496,4926214.0,1,27,hard,3,3.9,1,2025-09-30 20:45:07
497,Tour Leo núi 497,Đà Lạt,leo núi,Trải nghiệm leo núi thú vị số 497,18295132.0,3,11,hard,6,4.1,1,2025-09-30 20:45:07
498,Tour Biển 498,Nha Trang,biển,Trải nghiệm biển thú vị số 498,12636774.0,2,25,medium,2,4.4,1,2025-09-30 20:45:07
499,Tour Leo núi 499,Hà Giang,leo núi,Trải nghiệm leo núi thú vị số 499,16030165.0,3,12,medium,1,4.9,1,2025-09-30 20:45:07
500,Tour Biển 500,Quảng Ninh,biển,Trải nghiệm biển thú vị số 500,3691717.0,3,22,hard,6,4.7,1,2025-09-30 20:45:07
501,Tuor Hạ Long,Nha Trang,biển,"Hạ Long hiện nay là một trong những khu vực hình thành lâu đời nhất trên lãnh thổ Việt Nam. Có địa hình địa chất đa dạng và phức tạp bao gồm cả đồi núi, thung lũng, ven biển, hải đảo, vũng vịnh. Do đó thời tiết ở khu vực này thường bị ảnh hưởng bởi nhiều yếu tố.",50000000.0,5,10,hard,3,3.0,1,2025-10-15 21:09:58
502,Tuor Hạ Long 103,Phú Quốc,biển,"Hạ Long hiện nay là một trong những khu vực hình thành lâu đời nhất trên lãnh thổ Việt Nam. Có địa hình địa chất đa dạng và phức tạp bao gồm cả đồi núi, thung lũng, ven biển, hải đảo, vũng vịnh. Do đó thời tiết ở khu vực này thường bị ảnh hưởng bởi nhiều yếu tố.",40000000.0,6,10,hard,5,4.0,1,2025-10-15 21:15:50
503,biên hạ long,Nha Trang,biển,du lịch hạ long,3000000.0,5,10,easy,6,4.0,1,2025-10-17 14:31:37
